GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US42101021500,42101021500,"Census Tract 215, Philadelphia County, Pennsylvania",3912,398,483,215,304,159,3125,429,2436,378,308,144,169,104,1959,391,1152,264,75,49,135,112,942,244,12,18,12,18,0,10,0,10,312,148,88,88,0,10,224,131
1400000US42101021600,42101021600,"Census Tract 216, Philadelphia County, Pennsylvania",2145,242,413,237,77,52,1655,170,1494,260,324,241,70,51,1100,159,438,131,63,54,7,11,368,98,60,49,0,10,0,10,60,49,153,92,26,40,0,10,127,79
1400000US42101021700,42101021700,"Census Tract 217, Philadelphia County, Pennsylvania",6162,611,359,234,290,179,5513,578,4936,671,175,134,256,173,4505,657,615,186,168,122,17,26,430,154,64,46,15,25,0,14,49,46,547,285,1,2,17,27,529,284
1400000US42101021800,42101021800,"Census Tract 218, Philadelphia County, Pennsylvania",4164,408,1045,383,152,139,2967,374,2427,495,546,343,151,139,1730,337,1330,401,433,251,1,2,896,311,0,10,0,10,0,10,0,10,407,213,66,60,0,10,341,205
1400000US42101021900,42101021900,"Census Tract 219, Philadelphia County, Pennsylvania",1563,113,125,88,39,26,1399,91,1247,137,116,87,16,20,1115,108,271,71,9,11,23,17,239,66,0,10,0,10,0,10,0,10,45,27,0,10,0,10,45,27
1400000US42101022000,42101022000,"Census Tract 220, Philadelphia County, Pennsylvania",1650,147,52,32,40,28,1558,146,1166,123,19,20,30,25,1117,124,318,81,33,24,4,7,281,72,35,36,0,10,0,10,35,36,131,61,0,10,6,8,125,60
1400000US42101023100,42101023100,"Census Tract 231, Philadelphia County, Pennsylvania",1377,124,6,7,28,18,1343,123,808,143,6,7,28,18,774,142,467,116,0,10,0,10,467,116,12,12,0,10,0,10,12,12,90,45,0,10,0,10,90,45
1400000US42101023500,42101023500,"Census Tract 235, Philadelphia County, Pennsylvania",1318,155,99,74,76,67,1143,139,758,160,61,61,49,48,648,126,402,81,6,9,22,25,374,80,27,24,9,13,0,10,18,21,131,47,23,21,5,7,103,48
1400000US42101023600,42101023600,"Census Tract 236, Philadelphia County, Pennsylvania",2542,298,310,227,157,119,2075,274,1470,291,255,223,140,117,1075,214,879,171,46,33,9,14,824,163,62,60,0,10,0,10,62,60,131,86,9,13,8,14,114,84
1400000US42101023700,42101023700,"Census Tract 237, Philadelphia County, Pennsylvania",4528,492,443,164,271,213,3814,547,2793,412,300,156,189,161,2304,436,1397,316,74,59,64,63,1259,323,55,49,36,42,0,10,19,28,283,164,33,40,18,28,232,153
1400000US42101023800,42101023800,"Census Tract 238, Philadelphia County, Pennsylvania",4114,518,671,331,456,221,2987,477,2522,326,467,275,266,174,1789,312,1197,429,122,96,172,141,903,300,0,10,0,10,0,10,0,10,395,220,82,76,18,31,295,205
1400000US42101023900,42101023900,"Census Tract 239, Philadelphia County, Pennsylvania",1363,163,463,103,209,116,691,156,795,161,253,70,90,58,452,132,418,128,136,78,78,58,204,100,0,10,0,10,0,10,0,10,150,89,74,63,41,44,35,29
1400000US42101024000,42101024000,"Census Tract 240, Philadelphia County, Pennsylvania",3804,537,1232,346,470,298,2102,300,2688,473,863,286,387,291,1438,271,929,214,286,127,50,37,593,134,16,19,11,17,5,8,0,10,171,94,72,79,28,29,71,49
1400000US42101024100,42101024100,"Census Tract 241, Philadelphia County, Pennsylvania",1340,192,537,184,236,106,567,117,851,160,356,116,152,99,343,100,385,100,155,93,84,35,146,62,72,53,0,10,0,10,72,53,32,23,26,21,0,10,6,9
1400000US42101024200,42101024200,"Census Tract 242, Philadelphia County, Pennsylvania",3322,503,1008,280,560,288,1754,482,2426,432,752,251,416,263,1258,405,640,173,176,99,89,71,375,142,88,131,7,18,55,89,26,41,168,101,73,67,0,10,95,69
1400000US42101024300,42101024300,"Census Tract 243, Philadelphia County, Pennsylvania",3915,725,1435,661,542,245,1938,348,3374,693,1281,672,516,232,1577,284,452,112,137,69,17,19,298,97,28,43,1,2,0,10,27,43,61,46,16,24,9,15,36,34
1400000US42101024400,42101024400,"Census Tract 244, Philadelphia County, Pennsylvania",2598,380,792,324,271,137,1535,299,2048,329,608,259,264,130,1176,290,437,184,163,120,7,13,267,129,66,72,0,10,0,10,66,72,47,48,21,32,0,10,26,36
1400000US42101024500,42101024500,"Census Tract 245, Philadelphia County, Pennsylvania",3689,437,1711,477,524,197,1454,332,3291,460,1644,472,437,183,1210,319,341,133,67,64,58,45,216,93,12,19,0,10,0,10,12,19,45,39,0,10,29,35,16,17
1400000US42101024600,42101024600,"Census Tract 246, Philadelphia County, Pennsylvania",3079,337,1202,396,333,212,1544,492,2500,323,1021,380,220,203,1259,493,520,223,171,93,91,77,258,167,6,11,0,10,0,10,6,11,53,39,10,17,22,26,21,29
1400000US42101024700,42101024700,"Census Tract 247, Philadelphia County, Pennsylvania",4936,643,2430,426,674,321,1832,522,4205,605,2138,389,449,254,1618,498,569,220,229,109,173,142,167,78,18,27,18,27,0,14,0,14,144,99,45,53,52,68,47,39
1400000US42101024800,42101024800,"Census Tract 248, Philadelphia County, Pennsylvania",2120,198,330,129,454,265,1336,226,1734,218,254,123,399,261,1081,205,313,94,52,39,24,23,237,89,5,9,5,9,0,10,0,10,68,58,19,30,31,45,18,25
1400000US42101024900,42101024900,"Census Tract 249, Philadelphia County, Pennsylvania",3107,586,1345,520,230,134,1532,346,2553,589,1168,505,141,112,1244,328,528,161,151,94,89,61,288,123,0,10,0,10,0,10,0,10,26,35,26,35,0,10,0,10
1400000US42101025200,42101025200,"Census Tract 252, Philadelphia County, Pennsylvania",6295,881,1985,760,1159,643,3151,705,5035,857,1772,748,812,556,2451,639,1175,340,185,108,347,194,643,294,12,19,0,14,0,14,12,19,73,82,28,38,0,14,45,73
1400000US42101025300,42101025300,"Census Tract 253, Philadelphia County, Pennsylvania",3767,396,930,324,668,242,2169,346,2824,349,702,287,544,227,1578,288,785,217,183,95,124,81,478,203,6,16,0,10,0,10,6,16,152,96,45,47,0,10,107,77
1400000US42101025400,42101025400,"Census Tract 254, Philadelphia County, Pennsylvania",4131,412,544,189,317,176,3270,441,2663,313,410,166,144,89,2109,315,1147,195,123,64,113,80,911,191,99,87,0,10,0,10,99,87,222,140,11,18,60,58,151,129
1400000US42101025500,42101025500,"Census Tract 255, Philadelphia County, Pennsylvania",2950,333,201,102,250,121,2499,391,2235,366,152,93,216,115,1867,398,697,138,49,45,34,35,614,127,8,13,0,10,0,10,8,13,10,16,0,10,0,10,10,16
1400000US42101025600,42101025600,"Census Tract 256, Philadelphia County, Pennsylvania",2733,234,255,170,27,31,2451,218,1822,251,176,112,0,10,1646,241,842,136,66,67,27,31,749,125,11,16,0,10,0,10,11,16,58,44,13,20,0,10,45,37
1400000US42101025700,42101025700,"Census Tract 257, Philadelphia County, Pennsylvania",3464,274,293,140,249,146,2922,247,1747,272,102,72,159,133,1486,250,1155,184,70,38,90,64,995,172,165,140,0,10,0,10,165,140,397,147,121,115,0,10,276,87
1400000US42101025800,42101025800,"Census Tract 258, Philadelphia County, Pennsylvania",1693,248,72,45,119,86,1502,226,1242,225,43,40,98,78,1101,208,403,102,29,22,21,18,353,99,0,10,0,10,0,10,0,10,48,55,0,10,0,10,48,55
1400000US42101025900,42101025900,"Census Tract 259, Philadelphia County, Pennsylvania",4830,565,679,405,455,322,3696,612,3720,551,505,327,399,316,2816,535,880,214,134,113,15,22,731,202,0,10,0,10,0,10,0,10,230,107,40,50,41,54,149,88
1400000US42101026000,42101026000,"Census Tract 260, Philadelphia County, Pennsylvania",3096,297,479,256,203,146,2414,374,2193,406,400,241,177,135,1616,415,502,131,48,54,26,25,428,124,35,42,0,10,0,10,35,42,366,175,31,26,0,10,335,175
1400000US42101026100,42101026100,"Census Tract 261, Philadelphia County, Pennsylvania",3207,423,398,210,459,361,2350,353,2307,398,267,168,370,302,1670,329,707,195,109,77,23,22,575,182,23,38,0,10,0,10,23,38,170,141,22,30,66,106,82,86
1400000US42101026200,42101026200,"Census Tract 262, Philadelphia County, Pennsylvania",4424,372,444,227,295,201,3685,487,3189,318,374,218,213,158,2602,384,882,201,14,21,82,52,786,209,150,140,56,63,0,10,94,131,203,132,0,10,0,10,203,132
1400000US42101026301,42101026301,"Census Tract 263.01, Philadelphia County, Pennsylvania",4270,476,779,382,675,321,2816,548,3284,534,595,321,542,318,2147,528,635,144,128,75,45,40,462,134,7,12,0,10,0,10,7,12,344,196,56,88,88,80,200,150
1400000US42101026302,42101026302,"Census Tract 263.02, Philadelphia County, Pennsylvania",5537,663,1030,583,731,396,3776,816,4237,757,839,578,544,352,2854,755,964,287,179,122,112,119,673,269,40,64,0,14,40,64,0,14,296,179,12,22,35,57,249,168
1400000US42101026400,42101026400,"Census Tract 264, Philadelphia County, Pennsylvania",5753,745,858,450,1173,564,3722,646,4184,783,703,420,940,540,2541,582,1221,339,107,93,143,115,971,296,98,102,0,14,34,66,64,84,250,144,48,57,56,70,146,118
1400000US42101026500,42101026500,"Census Tract 265, Philadelphia County, Pennsylvania",5229,624,1206,462,378,241,3645,438,4235,629,887,417,264,182,3084,453,670,199,183,128,73,69,414,119,8,14,0,14,0,14,8,14,316,194,136,157,41,43,139,77
1400000US42101026600,42101026600,"Census Tract 266, Philadelphia County, Pennsylvania",6823,790,1090,555,698,400,5035,745,5375,801,871,513,498,327,4006,771,1034,316,219,188,147,94,668,233,105,87,0,14,0,14,105,87,309,175,0,14,53,83,256,156
1400000US42101026700,42101026700,"Census Tract 267, Philadelphia County, Pennsylvania",6722,689,1448,663,1154,691,4120,762,5584,644,1237,583,997,621,3350,669,897,216,116,75,157,105,624,194,57,90,57,90,0,14,0,14,184,133,38,55,0,14,146,123
1400000US42101026800,42101026800,"Census Tract 268, Philadelphia County, Pennsylvania",4655,565,912,361,474,195,3269,506,3451,601,723,334,407,189,2321,477,619,249,120,66,67,53,432,233,17,26,0,10,0,10,17,26,568,282,69,70,0,10,499,263
1400000US42101026900,42101026900,"Census Tract 269, Philadelphia County, Pennsylvania",1877,220,277,87,337,182,1263,209,1322,190,190,74,207,138,925,186,289,66,3,4,64,36,222,67,43,25,26,22,12,16,5,10,223,104,58,41,54,62,111,70
1400000US42101027000,42101027000,"Census Tract 270, Philadelphia County, Pennsylvania",2818,358,471,149,289,168,2058,391,1804,270,370,129,142,74,1292,275,546,176,66,37,12,13,468,178,33,38,0,10,0,10,33,38,435,215,35,27,135,116,265,198
1400000US42101027100,42101027100,"Census Tract 271, Philadelphia County, Pennsylvania",2938,270,838,380,249,134,1851,278,1376,262,227,133,141,89,1008,231,355,125,133,62,21,20,201,101,22,20,5,8,7,11,10,14,1185,362,473,351,80,61,632,146
1400000US42101027200,42101027200,"Census Tract 272, Philadelphia County, Pennsylvania",4920,401,679,258,747,321,3494,468,3478,441,479,244,541,243,2458,441,700,197,165,116,72,61,463,136,57,69,0,10,0,10,57,69,685,186,35,35,134,95,516,182
1400000US42101027300,42101027300,"Census Tract 273, Philadelphia County, Pennsylvania",7197,805,1109,435,641,322,5447,919,3983,753,617,328,293,209,3073,876,768,321,142,93,94,135,532,275,359,201,42,69,70,80,247,208,2087,484,308,246,184,175,1595,336
1400000US42101027401,42101027401,"Census Tract 274.01, Philadelphia County, Pennsylvania",3262,359,552,239,923,390,1787,360,1809,321,235,142,607,289,967,240,169,73,25,25,17,20,127,67,24,41,0,10,0,10,24,41,1260,293,292,151,299,221,669,264
1400000US42101027402,42101027402,"Census Tract 274.02, Philadelphia County, Pennsylvania",7233,870,1458,574,1915,811,3860,600,4365,686,1006,489,905,438,2454,442,1181,512,156,117,443,431,582,258,451,159,46,74,149,139,256,144,1236,324,250,164,418,234,568,293
1400000US42101027500,42101027500,"Census Tract 275, Philadelphia County, Pennsylvania",5128,605,1467,466,636,324,3025,582,3556,622,814,371,501,259,2241,543,476,146,142,83,27,25,307,106,91,79,91,79,0,14,0,14,1005,324,420,222,108,122,477,269
1400000US42101027600,42101027600,"Census Tract 276, Philadelphia County, Pennsylvania",3547,411,1022,339,248,139,2277,438,2921,362,955,336,218,130,1748,383,418,142,52,46,26,31,340,129,4,10,0,10,4,10,0,10,204,171,15,28,0,10,189,165
1400000US42101027700,42101027700,"Census Tract 277, Philadelphia County, Pennsylvania",5126,641,1418,542,688,361,3020,675,4117,622,1110,492,460,347,2547,619,752,175,154,81,154,95,444,154,0,14,0,14,0,14,0,14,257,85,154,79,74,83,29,41
1400000US42101027800,42101027800,"Census Tract 278, Philadelphia County, Pennsylvania",4836,686,1504,491,281,170,3051,644,3652,667,1074,424,238,159,2340,629,806,247,279,153,43,37,484,190,46,51,0,10,0,10,46,51,332,220,151,136,0,10,181,135
1400000US42101027901,42101027901,"Census Tract 279.01, Philadelphia County, Pennsylvania",4514,1145,2154,1244,374,252,1986,411,3929,1117,1844,1197,321,230,1764,390,457,131,229,126,21,24,207,72,9,15,0,10,9,15,0,10,119,126,81,124,23,26,15,31
1400000US42101027902,42101027902,"Census Tract 279.02, Philadelphia County, Pennsylvania",2791,400,1098,341,195,104,1498,322,2074,358,761,278,125,75,1188,314,671,195,327,154,57,45,287,112,0,10,0,10,0,10,0,10,46,32,10,16,13,16,23,24
1400000US42101028000,42101028000,"Census Tract 280, Philadelphia County, Pennsylvania",4114,464,1460,429,642,276,2012,410,3184,495,1243,436,546,265,1395,349,883,185,180,91,96,76,607,172,0,10,0,10,0,10,0,10,47,45,37,36,0,10,10,16
1400000US42101028100,42101028100,"Census Tract 281, Philadelphia County, Pennsylvania",4124,681,1401,687,325,181,2398,493,3123,669,1134,619,141,99,1848,462,645,170,112,77,163,100,370,127,7,17,0,10,7,17,0,10,349,199,155,151,14,24,180,121
1400000US42101028200,42101028200,"Census Tract 282, Philadelphia County, Pennsylvania",5125,645,1389,595,853,383,2883,614,3627,581,973,569,566,336,2088,565,787,207,147,72,141,80,499,180,62,55,13,20,49,52,0,14,649,256,256,180,97,124,296,126
1400000US42101028300,42101028300,"Census Tract 283, Philadelphia County, Pennsylvania",5869,699,2228,729,1109,725,2532,554,4468,730,1610,628,862,652,1996,524,1295,432,602,326,235,158,458,259,25,32,0,14,12,23,13,22,81,69,16,26,0,14,65,69
1400000US42101028400,42101028400,"Census Tract 284, Philadelphia County, Pennsylvania",4631,622,1927,631,787,377,1917,424,3340,625,1468,568,590,315,1282,302,625,176,237,107,59,43,329,172,279,157,140,128,87,72,52,41,387,204,82,62,51,45,254,196
1400000US42101028500,42101028500,"Census Tract 285, Philadelphia County, Pennsylvania",2921,392,1091,310,609,254,1221,322,1611,295,785,278,170,73,656,242,273,102,42,39,63,50,168,89,315,154,42,33,162,141,111,60,722,304,222,158,214,145,286,162
1400000US42101028600,42101028600,"Census Tract 286, Philadelphia County, Pennsylvania",7984,879,1983,732,1945,801,4056,1002,5662,844,1413,579,1186,699,3063,833,417,224,89,86,20,30,308,207,635,232,318,205,94,95,223,198,1270,371,163,148,645,321,462,271
1400000US42101028700,42101028700,"Census Tract 287, Philadelphia County, Pennsylvania",2501,278,993,248,497,178,1011,254,1212,201,432,149,269,133,511,175,196,88,106,77,17,21,73,40,556,177,326,166,74,49,156,88,537,200,129,116,137,85,271,153
1400000US42101028800,42101028800,"Census Tract 288, Philadelphia County, Pennsylvania",4373,445,1494,520,594,278,2285,550,2215,440,939,407,213,146,1063,339,309,147,87,70,41,36,181,126,768,283,236,113,208,143,324,225,1081,429,232,170,132,89,717,397
1400000US42101028901,42101028901,"Census Tract 289.01, Philadelphia County, Pennsylvania",4406,470,1744,638,659,354,2003,466,2571,486,1086,454,434,332,1051,339,605,192,129,84,85,98,391,188,754,279,370,244,56,52,328,186,476,260,159,115,84,86,233,231
1400000US42101028902,42101028902,"Census Tract 289.02, Philadelphia County, Pennsylvania",6894,684,2936,746,944,423,3014,615,3457,634,1465,483,491,305,1501,432,696,300,332,211,31,32,333,196,984,323,480,225,79,75,425,246,1757,602,659,446,343,230,755,364
1400000US42101029000,42101029000,"Census Tract 290, Philadelphia County, Pennsylvania",7208,779,2613,839,1113,555,3482,647,3258,661,946,371,583,430,1729,572,884,393,360,288,53,73,471,278,725,332,290,167,203,169,232,180,2341,778,1017,582,274,265,1050,477
1400000US42101029100,42101029100,"Census Tract 291, Philadelphia County, Pennsylvania",4811,534,1946,413,797,298,2068,485,2546,392,1282,369,284,156,980,244,424,169,162,115,63,61,199,131,226,137,48,41,68,63,110,127,1615,478,454,184,382,183,779,356
1400000US42101029200,42101029200,"Census Tract 292, Philadelphia County, Pennsylvania",4050,489,833,279,454,243,2763,452,2382,449,389,175,146,108,1847,437,388,110,96,60,35,40,257,101,451,173,133,105,106,114,212,112,829,217,215,120,167,110,447,160
1400000US42101029300,42101029300,"Census Tract 293, Philadelphia County, Pennsylvania",2922,470,1512,478,405,202,1005,401,1962,396,1048,357,279,166,635,277,267,108,105,57,14,22,148,89,513,308,227,187,112,137,174,181,180,149,132,135,0,10,48,55
1400000US42101029400,42101029400,"Census Tract 294, Philadelphia County, Pennsylvania",2860,441,1479,395,732,289,649,266,2048,341,1144,282,411,181,493,224,314,123,83,65,185,118,46,42,241,200,176,192,25,26,40,46,257,145,76,91,111,84,70,99
1400000US42101029800,42101029800,"Census Tract 298, Philadelphia County, Pennsylvania",4872,513,1337,336,623,245,2912,570,3297,417,1042,303,472,232,1783,341,395,152,51,39,73,64,271,132,539,275,175,120,22,21,342,249,641,344,69,67,56,53,516,353
1400000US42101029900,42101029900,"Census Tract 299, Philadelphia County, Pennsylvania",3923,476,1681,376,808,381,1434,313,3069,417,1279,308,690,374,1100,232,265,119,70,48,44,30,151,109,314,160,242,150,58,51,14,23,275,129,90,67,16,27,169,106
1400000US42101030000,42101030000,"Census Tract 300, Philadelphia County, Pennsylvania",7107,972,2423,801,655,337,4029,809,5805,990,2098,790,480,275,3227,751,409,160,107,87,36,43,266,119,303,171,133,105,28,43,142,120,590,218,85,74,111,104,394,198
1400000US42101030100,42101030100,"Census Tract 301, Philadelphia County, Pennsylvania",4899,811,1578,690,944,576,2377,584,3724,747,1182,591,691,512,1851,447,480,216,249,159,89,99,142,132,464,345,121,137,51,58,292,312,231,136,26,32,113,124,92,79
1400000US42101030200,42101030200,"Census Tract 302, Philadelphia County, Pennsylvania",6794,893,2054,768,712,380,4028,722,4229,774,1336,585,427,277,2466,583,803,325,170,136,51,58,582,297,595,294,196,121,46,65,353,264,1167,409,352,249,188,152,627,300
1400000US42101030501,42101030501,"Census Tract 305.01, Philadelphia County, Pennsylvania",6305,706,2141,729,651,354,3513,792,4395,658,1499,609,363,248,2533,576,607,206,171,99,69,62,367,186,462,219,141,91,0,14,321,227,841,331,330,203,219,203,292,184
1400000US42101030502,42101030502,"Census Tract 305.02, Philadelphia County, Pennsylvania",6462,586,2272,550,722,444,3468,552,4014,546,1372,445,415,327,2227,404,451,175,197,161,17,30,237,125,307,135,125,92,39,51,143,105,1690,462,578,337,251,229,861,299
1400000US42101030600,42101030600,"Census Tract 306, Philadelphia County, Pennsylvania",8213,765,1271,540,743,500,6199,973,5934,698,910,392,578,425,4446,790,621,236,124,84,0,14,497,234,322,218,180,207,0,14,142,103,1336,564,57,58,165,158,1114,531
1400000US42101030700,42101030700,"Census Tract 307, Philadelphia County, Pennsylvania",4144,618,892,329,479,236,2773,716,2804,653,578,241,323,156,1903,643,266,110,29,31,34,56,203,101,43,42,0,10,11,16,32,38,1031,302,285,165,111,108,635,321
1400000US42101030800,42101030800,"Census Tract 308, Philadelphia County, Pennsylvania",4562,470,500,240,651,443,3411,435,2875,348,223,118,327,199,2325,369,424,156,28,31,26,27,370,162,183,92,15,16,8,17,160,87,1080,391,234,170,290,314,556,213
1400000US42101030900,42101030900,"Census Tract 309, Philadelphia County, Pennsylvania",4507,571,1279,523,645,350,2583,431,2373,436,694,335,297,176,1382,324,399,176,171,151,22,36,206,111,233,157,29,26,61,68,143,155,1502,390,385,244,265,244,852,261
1400000US42101031000,42101031000,"Census Tract 310, Philadelphia County, Pennsylvania",8373,752,1556,686,1699,738,5118,710,4802,725,1013,596,875,451,2914,626,381,124,172,94,40,58,169,111,196,141,0,14,21,31,175,137,2994,613,371,237,763,496,1860,485
1400000US42101031101,42101031101,"Census Tract 311.01, Philadelphia County, Pennsylvania",5361,480,1447,567,1033,440,2881,476,2795,561,942,459,300,235,1553,381,519,208,37,42,92,70,390,201,297,136,63,55,94,108,140,72,1750,379,405,244,547,289,798,286
1400000US42101031102,42101031102,"Census Tract 311.02, Philadelphia County, Pennsylvania",3997,363,596,246,762,379,2639,444,2216,467,293,189,317,295,1606,386,730,298,149,125,252,240,329,198,126,110,15,23,10,16,101,105,925,294,139,79,183,101,603,255
1400000US42101031200,42101031200,"Census Tract 312, Philadelphia County, Pennsylvania",5081,479,1352,483,820,378,2909,489,2634,539,892,385,326,239,1416,412,488,186,75,69,47,55,366,175,508,228,0,14,266,290,242,148,1451,391,385,184,181,120,885,338
1400000US42101031300,42101031300,"Census Tract 313, Philadelphia County, Pennsylvania",6222,737,1883,719,922,402,3417,691,3825,745,1126,607,442,243,2257,602,388,215,70,65,165,185,153,97,278,173,170,144,49,49,59,57,1731,426,517,245,266,148,948,321
1400000US42101031401,42101031401,"Census Tract 314.01, Philadelphia County, Pennsylvania",6941,727,1612,553,1464,607,3865,692,3198,561,757,317,359,232,2082,530,749,283,122,107,235,177,392,175,107,98,59,85,22,32,26,48,2887,618,674,274,848,421,1365,564
1400000US42101031402,42101031402,"Census Tract 314.02, Philadelphia County, Pennsylvania",5658,514,1492,464,919,434,3247,384,2653,395,535,226,324,127,1794,345,675,257,222,123,155,158,298,183,148,89,61,60,15,17,72,65,2182,413,674,277,425,287,1083,318
1400000US42101031501,42101031501,"Census Tract 315.01, Philadelphia County, Pennsylvania",6503,667,1477,583,919,523,4107,759,4954,603,836,478,476,300,3642,679,495,259,178,154,119,173,198,157,76,67,24,42,52,51,0,14,978,349,439,297,272,175,267,171
1400000US42101031502,42101031502,"Census Tract 315.02, Philadelphia County, Pennsylvania",3493,379,673,281,543,222,2277,348,2547,362,384,182,388,184,1775,298,121,59,22,26,34,35,65,41,111,73,26,43,9,16,76,54,714,191,241,150,112,67,361,177
1400000US42101031600,42101031600,"Census Tract 316, Philadelphia County, Pennsylvania",5841,593,997,561,735,397,4109,610,4497,657,691,465,456,326,3350,641,504,188,37,49,57,72,410,168,15,31,0,14,0,14,15,31,825,304,269,205,222,171,334,250
1400000US42101031700,42101031700,"Census Tract 317, Philadelphia County, Pennsylvania",6221,673,827,479,850,479,4544,652,4300,567,477,379,478,366,3345,486,749,266,135,158,39,37,575,241,343,212,78,77,57,64,208,201,829,352,137,147,276,195,416,235
1400000US42101031800,42101031800,"Census Tract 318, Philadelphia County, Pennsylvania",4131,409,722,333,624,391,2785,574,2682,457,415,227,424,352,1843,491,369,134,36,44,21,30,312,141,305,162,84,110,64,68,157,102,775,246,187,120,115,101,473,213
1400000US42101031900,42101031900,"Census Tract 319, Philadelphia County, Pennsylvania",4359,652,1060,316,295,137,3004,649,3265,563,812,313,197,84,2256,509,395,171,79,63,55,65,261,141,132,85,34,38,0,10,98,72,567,257,135,68,43,71,389,238
1400000US42101032000,42101032000,"Census Tract 320, Philadelphia County, Pennsylvania",6632,649,725,273,736,491,5171,765,5240,604,397,176,603,429,4240,618,681,315,156,147,41,62,484,284,188,112,0,14,54,76,134,93,523,238,172,129,38,59,313,202
1400000US42101032100,42101032100,"Census Tract 321, Philadelphia County, Pennsylvania",4172,638,1077,577,792,476,2303,413,3289,626,878,521,667,454,1744,330,574,213,143,133,62,59,369,166,104,67,42,47,0,10,62,53,205,141,14,24,63,86,128,99
1400000US42101032300,42101032300,"Census Tract 323, Philadelphia County, Pennsylvania",3129,358,516,175,442,229,2171,364,2445,347,420,168,237,146,1788,319,482,188,60,47,126,103,296,153,134,121,19,27,79,89,36,28,68,44,17,18,0,10,51,40
1400000US42101032500,42101032500,"Census Tract 325, Philadelphia County, Pennsylvania",6047,796,1629,742,963,499,3455,512,4829,785,1298,695,672,384,2859,456,613,276,174,158,77,91,362,203,206,131,109,107,0,14,97,74,399,252,48,59,214,222,137,99
1400000US42101032600,42101032600,"Census Tract 326, Philadelphia County, Pennsylvania",6363,904,1455,586,526,313,4382,718,5254,740,1065,502,480,303,3709,611,475,334,124,92,16,28,335,322,148,121,15,25,30,35,103,113,486,282,251,230,0,14,235,156
1400000US42101032900,42101032900,"Census Tract 329, Philadelphia County, Pennsylvania",3264,548,836,452,358,232,2070,291,2808,522,734,453,323,225,1751,254,266,124,78,75,35,29,153,89,57,47,11,17,0,10,46,44,133,111,13,17,0,10,120,104
1400000US42101033000,42101033000,"Census Tract 330, Philadelphia County, Pennsylvania",7224,885,2602,759,173,126,4449,650,5883,832,2129,658,125,100,3629,588,665,404,199,213,35,54,431,287,200,149,92,114,0,14,108,84,476,235,182,179,13,21,281,154
1400000US42101033101,42101033101,"Census Tract 331.01, Philadelphia County, Pennsylvania",4699,395,321,172,309,230,4069,380,4096,363,176,96,296,231,3624,338,269,112,71,65,4,6,194,85,19,31,2,6,6,20,11,16,315,174,72,70,3,9,240,143
1400000US42101033102,42101033102,"Census Tract 331.02, Philadelphia County, Pennsylvania",3551,437,576,268,410,201,2565,442,2999,386,489,258,369,193,2141,414,269,125,39,61,30,33,200,90,79,73,29,43,11,17,39,37,204,121,19,25,0,10,185,110
1400000US42101033200,42101033200,"Census Tract 332, Philadelphia County, Pennsylvania",2694,207,252,152,137,129,2305,232,2227,225,178,125,107,127,1942,233,198,62,20,17,0,10,178,61,0,10,0,10,0,10,0,10,269,92,54,53,30,27,185,80
1400000US42101033300,42101033300,"Census Tract 333, Philadelphia County, Pennsylvania",4005,376,553,226,231,106,3221,479,3286,400,287,173,182,81,2817,461,238,94,53,58,17,23,168,77,63,52,46,44,0,10,17,28,418,133,167,94,32,44,219,93
1400000US42101033400,42101033400,"Census Tract 334, Philadelphia County, Pennsylvania",5239,533,1108,423,243,129,3888,450,2912,424,500,269,109,63,2303,372,343,135,46,52,7,11,290,130,147,84,24,27,10,16,113,82,1837,365,538,246,117,99,1182,307
1400000US42101033500,42101033500,"Census Tract 335, Philadelphia County, Pennsylvania",4045,388,904,347,241,150,2900,405,2197,337,454,197,83,63,1660,320,421,179,48,42,50,41,323,173,96,57,0,10,0,10,96,57,1331,354,402,194,108,102,821,322
1400000US42101033600,42101033600,"Census Tract 336, Philadelphia County, Pennsylvania",7351,638,940,471,493,253,5918,776,4518,644,496,277,341,191,3681,707,912,322,172,197,51,64,689,278,179,154,0,14,31,52,148,144,1742,436,272,152,70,74,1400,414
1400000US42101033701,42101033701,"Census Tract 337.01, Philadelphia County, Pennsylvania",5222,652,972,451,1064,520,3186,728,2174,485,374,227,236,167,1564,477,707,387,18,29,226,241,463,346,75,68,0,14,0,14,75,68,2266,531,580,346,602,226,1084,470
1400000US42101033702,42101033702,"Census Tract 337.02, Philadelphia County, Pennsylvania",5107,495,374,217,548,321,4185,526,3040,415,141,145,186,123,2713,411,323,170,23,23,0,14,300,164,189,143,19,42,0,14,170,151,1555,464,191,133,362,259,1002,359
